# Profils DoG le long des V2 extremes
# V2 #1 : centre x=365.98, mediane=1.037, MAD=2.407, seuil=145.667
# Positions predites (33) : 363.3,751.8,1140.3,1528.8,1917.3,2305.8,2694.3,3082.8,3471.3,3859.8,4248.3,4636.8,5025.3,5413.8,5802.3,6190.8,6579.3,6967.8,7356.3,7744.8,8133.3,8521.8,8910.3,9298.8,9687.3,10075.8,10464.3,10852.8,11241.3,11629.8,12018.3,12406.8,12795.3,13183.8,13572.3
# V2 #2 : centre x=781.08, mediane=1.002, MAD=2.584, seuil=151.167
# Positions predites (33) : 363.8,752.3,1140.7,1529.2,1917.7,2306.2,2694.7,3083.1,3471.6,3860.1,4248.6,4637.1,5025.5,5414.0,5802.5,6191.0,6579.5,6967.9,7356.4,7744.9,8133.4,8521.9,8910.3,9298.8,9687.3,10075.8,10464.3,10852.7,11241.2,11629.7,12018.2,12406.7,12795.1,13183.6,13572.1
# V2 #3 : centre x=1195.01, mediane=1.035, MAD=2.750, seuil=142.833
# Positions predites (33) : 365.2,753.7,1142.1,1530.6,1919.0,2307.5,2695.9,3084.4,3472.8,3861.3,4249.7,4638.2,5026.6,5415.1,5803.6,6192.0,6580.5,6968.9,7357.4,7745.8,8134.3,8522.7,8911.2,9299.6,9688.1,10076.5,10465.0,10853.4,11241.9,11630.3,12018.8,12407.3,12795.7,13184.2,13572.6
# V2 #22 : centre x=9049.26, mediane=0.875, MAD=3.618, seuil=112.333
# Positions predites (33) : 347.0,737.8,1128.7,1519.6,1910.4,2301.3,2692.2,3083.0,3473.9,3864.8,4255.6,4646.5,5037.4,5428.2,5819.1,6210.0,6600.8,6991.7,7382.6,7773.4,8164.3,8555.2,8946.0,9336.9,9727.8,10118.6,10509.5,10900.4,11291.2,11682.1,12073.0,12463.8,12854.7,13245.6,13636.4
# V2 #23 : centre x=9455.52, mediane=0.901, MAD=3.908, seuil=144.333
# Positions predites (33) : 661.0,1046.6,1432.2,1817.9,2203.5,2589.1,2974.7,3360.4,3746.0,4131.6,4517.2,4902.8,5288.5,5674.1,6059.7,6445.3,6830.9,7216.6,7602.2,7987.8,8373.4,8759.1,9144.7,9530.3,9915.9,10301.5,10687.2,11072.8,11458.4,11844.0,12229.6,12615.3,13000.9,13386.5,13772.1
# y,v1,v2,v3,v22,v23
11600,3.88,3.08,-0.48,-17.12,5.84
11604,0.02,-9.72,11.53,12.87,-1.42
11608,0.22,2.43,3.01,-7.09,-2.66
11612,7.45,11.86,8.74,26.12,10.81
11616,10.68,9.43,6.66,-15.14,18.20
11620,20.53,15.75,4.85,-23.42,23.13
11624,15.64,25.25,23.58,-12.76,22.89
11628,33.23,23.90,31.56,12.16,23.27
11632,30.51,23.74,22.84,-26.55,15.46
11636,-142.46,-108.17,-73.54,42.34,-78.22
11640,-131.17,-124.80,-143.23,45.42,-110.05
11644,20.76,23.97,4.33,-9.64,-56.02
11648,27.21,5.86,33.57,7.84,42.64
11652,25.06,27.56,25.66,6.46,29.87
11656,21.61,15.87,15.93,-16.39,22.16
11660,11.13,8.46,11.96,-11.93,24.46
11664,1.89,7.61,13.42,6.90,9.57
11668,6.25,9.72,3.30,-3.29,13.91
11672,4.77,0.80,3.35,-4.34,3.79
11676,-2.21,-7.54,0.97,-4.57,-25.77
11680,4.86,4.44,-5.11,-1.94,-3.02
11684,-2.02,-18.77,-1.25,1.88,8.54
11688,4.33,-5.77,0.69,-15.42,11.21
11692,3.20,-29.01,3.98,7.95,4.51
11696,8.50,7.08,-13.83,2.74,1.55
11700,-40.79,5.41,4.22,-24.63,3.14
11704,6.08,3.65,3.47,-5.79,-1.19
11708,5.85,-0.08,3.92,27.03,3.96
11712,5.08,3.29,-0.86,4.45,6.61
11716,6.16,2.81,-2.99,7.40,2.68
11720,3.95,-0.44,2.63,-7.43,8.01
11724,1.83,-0.02,2.38,-3.27,3.64
11728,-10.98,0.05,5.18,-15.51,0.40
11732,-7.71,-5.58,-0.99,-0.77,1.72
11736,4.44,1.76,2.20,-14.20,-6.13
11740,1.88,-2.73,3.41,-6.61,4.97
11744,4.12,-0.01,-0.48,21.82,-0.55
11748,1.66,1.11,2.37,21.88,-6.20
11752,-0.62,3.52,0.19,-8.54,-9.71
11756,-4.24,3.96,2.48,-3.81,3.06
11760,-0.70,-0.58,1.61,-22.10,4.05
11764,4.21,5.03,3.07,-29.38,7.08
11768,3.88,-7.14,-5.81,4.96,2.30
11772,-5.17,1.16,-17.29,17.04,-5.19
11776,0.34,0.68,7.66,18.74,3.71
11780,-1.40,2.45,0.56,-2.40,-2.63
11784,2.91,2.66,1.21,-15.21,-1.96
11788,2.93,0.90,1.05,-7.04,3.60
11792,4.48,2.13,-1.54,8.84,-2.90
11796,2.01,2.31,-0.12,10.75,3.15
11800,-1.60,3.27,6.68,-13.94,1.74
11804,2.56,-0.51,2.62,-6.21,3.58
11808,0.60,-0.88,0.04,-3.31,-0.87
11812,-1.30,4.32,2.40,5.72,-2.46
11816,0.07,3.49,-1.38,7.78,1.06
11820,-2.15,-1.72,3.43,8.39,1.03
11824,0.37,-7.49,0.46,-14.30,-18.91
11828,1.06,-8.33,-2.32,-3.70,1.21
11832,-5.24,-0.52,1.39,-39.10,6.78
11836,1.85,0.73,-34.98,-2.15,5.62
11840,3.28,-0.09,4.86,36.26,-0.11
11844,0.93,4.91,9.73,19.68,5.04
11848,0.43,2.47,-0.71,0.95,1.36
11852,-2.50,-0.53,5.23,-6.49,-4.64
11856,1.75,2.62,4.87,-25.38,-0.54
11860,0.14,0.99,1.03,0.27,-4.54
11864,0.35,-8.77,5.37,9.57,-5.91
11868,-0.19,0.24,-4.87,-13.99,0.74
11872,-0.92,-6.21,-2.94,-10.16,-0.56
11876,1.80,0.36,1.17,-9.74,0.55
11880,-0.15,3.30,-1.26,-25.59,-0.40
11884,-1.35,1.68,2.11,26.00,2.34
11888,3.30,3.79,5.74,37.15,0.53
11892,1.55,2.15,3.55,5.17,1.04
11896,-2.30,0.43,-7.00,-16.09,2.44
11900,2.06,1.58,2.34,-11.65,0.42
11904,-2.03,1.20,-0.38,11.19,2.44
11908,-0.73,7.41,2.07,4.63,-5.10
11912,-1.03,-0.64,0.48,-2.52,4.74
11916,-10.36,6.47,-6.16,3.71,-2.05
11920,5.39,5.03,3.27,-5.21,-7.16
11924,-3.12,-30.40,-7.53,-1.24,-5.44
11928,0.56,-2.67,-0.46,3.13,8.22
11932,4.95,6.31,-7.97,-31.46,2.20
11936,3.06,-1.06,9.40,2.84,0.12
11940,1.55,1.85,5.60,-1.11,-3.59
11944,2.90,1.78,-3.76,-30.37,-3.13
11948,-0.41,1.24,-0.87,-5.15,6.25
11952,2.75,6.12,-3.87,32.34,-4.51
11956,-5.96,-10.63,3.63,23.30,-0.78
11960,2.59,-1.79,1.46,-16.05,2.80
11964,-1.59,-0.16,-5.29,29.37,-9.32
11968,0.16,6.40,-5.01,31.18,-0.24
11972,0.61,-3.27,-3.96,-23.31,4.93
11976,-5.40,2.48,-2.25,-23.52,3.06
11980,-0.23,2.74,2.67,20.34,-2.23
11984,3.45,-2.77,0.82,22.67,11.94
11988,0.84,2.17,5.62,-10.42,5.50
11992,0.36,4.93,-3.23,-16.16,-1.03
11996,4.42,4.53,6.60,2.99,5.07
12000,4.62,7.62,14.18,-8.28,4.15
12004,4.30,4.00,-8.94,-0.59,16.27
12008,10.13,-1.20,7.34,3.00,-6.27
12012,18.40,14.95,4.95,-14.49,17.37
12016,16.80,2.39,13.32,-23.01,27.66
12020,12.15,1.96,6.42,-8.48,30.88
12024,-138.60,-112.64,-71.75,26.59,-38.02
12028,7.18,11.46,-23.49,33.57,-125.03
12032,19.19,-0.74,19.00,-14.65,-38.71
12036,13.15,15.67,14.18,-24.01,27.18
12040,13.49,12.30,12.13,-17.27,28.05
12044,5.89,9.67,5.54,5.93,16.34
12048,2.13,7.13,3.34,-7.22,3.34
12052,3.05,1.54,4.27,1.08,7.62
12056,1.06,4.75,-4.42,10.03,4.63
12060,-6.74,-2.58,1.92,14.32,8.00
12064,1.61,-1.79,2.43,0.83,5.23
12068,2.67,-2.05,-1.20,10.67,-1.46
12072,-1.61,-0.71,-1.07,-10.60,-1.06
12076,-1.83,0.82,-10.29,-15.24,0.83
12080,1.98,-0.24,-2.95,-9.52,-1.09
12084,2.08,-0.49,3.84,0.29,6.01
12088,3.00,0.41,3.93,11.86,1.37
12092,1.08,1.68,2.34,11.22,1.18
12096,2.10,3.62,3.11,-15.61,-1.45
12100,2.61,-2.48,6.10,1.67,-0.50
12104,3.40,0.86,1.39,-1.61,-1.34
12108,0.82,1.31,-1.78,9.96,2.08
12112,-1.46,-0.57,1.29,-5.87,9.77
12116,-10.27,1.01,4.14,-11.29,2.28
12120,0.93,3.11,-20.05,9.29,-2.07
12124,-1.00,-3.02,2.29,19.15,-6.48
12128,-0.22,-0.89,0.44,0.78,-13.20
12132,1.89,-1.73,9.04,-0.86,-0.94
12136,2.12,0.29,3.03,9.19,-0.69
12140,-3.99,0.94,-0.37,-17.82,6.71
12144,3.28,-1.86,-0.50,-15.62,4.79
12148,-2.00,3.06,-0.74,-4.15,-10.22
12152,-1.06,2.20,-17.83,2.49,-0.64
12156,-4.93,-2.15,-3.76,40.38,2.19
12160,1.39,1.43,-0.36,31.76,8.53
12164,8.50,-4.90,2.84,-11.47,5.93
12168,-9.83,-3.19,8.42,-2.45,1.32
12172,-1.73,0.69,4.87,4.69,-7.23
12176,-3.60,4.71,1.54,-7.33,-5.62
12180,-11.17,2.71,-3.90,-6.84,-8.09
12184,2.57,1.68,-0.59,-7.63,4.47
12188,4.41,-3.79,1.28,-4.81,-0.97
12192,0.74,1.62,0.43,6.83,1.31
12196,-7.74,0.80,3.57,1.72,-21.43
12200,6.48,2.95,0.10,3.62,-3.61
12204,3.93,-1.02,0.50,-22.73,12.18
12208,0.36,-10.94,4.33,-13.24,3.05
12212,-3.48,3.92,0.26,2.01,-3.01
12216,-0.53,-2.52,-3.89,-2.10,-5.34
12220,-2.49,-3.31,-2.08,-21.51,-16.58
12224,0.03,3.17,1.22,27.17,1.70
12228,6.94,-2.09,6.08,13.26,6.60
12232,-0.40,2.18,5.53,3.99,7.23
12236,1.95,-5.48,-6.86,16.29,-1.07
12240,-2.61,3.13,4.07,-11.74,-5.69
12244,-1.53,0.91,-2.84,-2.00,-0.99
12248,2.81,1.89,1.86,-5.45,4.01
12252,1.86,1.30,4.13,-7.44,-0.40
12256,-0.23,0.13,4.08,-2.97,0.29
12260,1.95,-1.34,-4.78,12.21,-1.37
12264,-2.06,-3.55,0.17,5.64,-2.28
12268,-1.78,-0.60,-6.28,-11.90,3.84
12272,-2.70,3.05,2.22,-16.62,4.22
12276,0.48,4.95,-7.28,-4.78,-1.85
12280,2.77,0.26,4.09,-2.19,1.61
12284,2.01,-2.06,-4.12,5.82,1.48
12288,4.64,-1.69,4.56,2.42,-4.83
12292,0.42,-1.39,5.74,-14.63,2.67
12296,-6.46,-0.17,-0.09,-6.17,-3.16
12300,5.98,0.42,2.08,-10.38,2.14
12304,1.57,0.88,-3.69,18.06,1.53
12308,3.22,-4.50,-3.13,-9.90,0.25
12312,-3.13,-2.09,5.19,-7.01,-6.72
12316,-7.18,-2.38,-7.13,19.68,-2.36
12320,-0.53,2.61,8.44,17.75,7.50
12324,-0.35,4.26,5.62,-9.86,4.72
12328,2.85,2.67,1.32,2.10,0.24
12332,2.80,-0.34,-18.08,-13.81,-3.13
12336,5.75,5.01,0.35,-13.31,6.11
12340,3.47,3.99,9.86,-3.08,5.21
12344,-2.60,-2.58,6.01,-2.02,-8.30
12348,-6.25,1.52,1.21,32.47,8.51
12352,6.02,0.26,-1.33,-5.37,9.93
12356,-8.38,-0.17,-2.75,-13.62,-6.68
12360,3.42,1.77,-1.67,14.59,-21.79
12364,1.01,5.62,3.07,27.23,6.33
12368,3.31,-7.01,3.74,1.08,0.92
12372,5.92,-0.45,1.64,-21.27,3.38
12376,6.03,-0.06,3.57,-7.57,-8.57
12380,-10.73,4.48,1.34,3.30,1.33
12384,1.16,5.21,-7.14,-1.50,7.68
12388,3.52,2.77,6.80,17.66,1.05
12392,9.46,3.38,11.02,-6.16,17.14
12396,1.93,17.22,10.09,-9.31,18.02
12400,10.22,2.78,-8.32,-15.01,21.28
12404,12.62,17.65,5.23,-5.52,17.42
12408,0.66,-8.66,-5.22,-23.82,-15.48
12412,-74.63,-82.03,-82.46,40.64,-71.33
12416,4.78,17.83,5.64,38.50,-80.99
12420,11.24,12.52,10.52,-5.69,4.50
12424,10.39,13.99,5.78,-28.26,23.82
12428,12.29,8.90,13.29,-10.01,26.02
12432,2.94,2.04,5.30,16.44,5.37
12436,3.63,6.45,4.22,3.32,11.63
12440,-1.76,4.85,0.34,-9.12,3.54
12444,1.49,2.19,0.24,1.91,9.70
12448,4.50,2.33,3.72,4.62,6.93
12452,1.62,-3.21,1.38,-0.79,3.95
12456,2.02,1.26,-6.97,-22.36,-0.31
12460,2.72,-3.47,2.10,-2.61,-2.00
12464,-0.63,-7.88,-4.37,-6.22,6.37
12468,3.16,-6.74,2.93,16.85,9.65
12472,4.26,5.35,1.73,12.34,0.30
12476,0.84,5.76,-1.92,3.12,-0.58
12480,-9.95,1.67,1.21,5.91,-15.49
12484,-0.12,-1.94,3.40,-0.12,3.57
12488,-0.68,2.42,4.41,-3.72,-22.09
12492,-1.26,1.01,2.27,-13.96,12.72
12496,-1.91,-7.37,-19.83,-3.70,2.28
12500,1.04,-2.48,3.54,5.23,7.91
12504,0.12,3.76,1.12,-3.22,-7.26
12508,-1.25,6.62,2.46,24.22,0.90
12512,4.82,0.42,-3.15,4.53,9.36
12516,3.62,-17.74,-0.75,2.57,4.72
12520,-7.52,-2.25,3.16,-3.26,-5.12
12524,-1.93,1.33,-0.62,0.77,3.16
12528,0.23,0.06,-4.40,-14.46,-2.06
12532,1.18,4.15,4.75,-13.84,5.50
12536,-1.82,-2.53,1.25,2.53,0.88
12540,1.01,0.58,-2.60,9.60,1.11
12544,-0.07,3.86,0.48,3.48,1.47
12548,-1.39,3.49,-0.31,-2.61,-0.74
12552,-0.55,2.42,-4.74,-12.26,7.60
12556,0.70,-13.67,-11.77,-3.65,0.83
12560,1.41,1.84,5.99,-0.48,-6.14
12564,-1.58,4.30,3.69,-11.59,3.99
12568,4.89,5.13,8.02,3.65,-0.48
12572,0.84,3.45,1.87,-7.54,-3.90
12576,5.29,-0.89,-10.71,1.06,0.25
12580,-1.27,-3.24,3.57,5.63,8.78
12584,-28.71,-6.63,3.51,-6.66,8.57
12588,1.84,-1.12,-3.98,19.66,2.69
12592,-4.54,0.49,0.94,-0.17,11.88
12596,4.40,1.43,2.73,-2.43,-4.30
12600,-3.14,-0.78,3.15,-6.20,-15.10
12604,-2.19,0.74,2.67,-3.33,1.30
12608,3.98,-0.62,-0.19,-13.82,-8.04
12612,1.45,2.37,-5.44,11.84,-3.21
12616,1.65,2.61,0.19,9.96,7.78
12620,3.52,-0.56,-15.94,8.87,8.73
12624,-1.53,-4.33,4.19,-3.24,10.45
12628,-5.61,-1.66,5.08,-15.36,9.18
12632,0.41,4.14,4.25,-8.02,3.15
12636,3.20,3.80,1.50,-8.46,-43.94
12640,0.66,-7.83,2.88,7.73,9.82
12644,-2.19,-0.73,-4.22,18.17,-0.06
12648,3.09,-3.22,-2.02,3.35,5.07
12652,-2.14,-2.40,1.98,-2.03,8.36
12656,3.55,-1.76,0.40,3.83,-13.97
12660,1.95,4.17,3.26,10.76,4.39
12664,0.67,5.00,-9.59,-0.10,7.19
12668,-3.70,3.23,3.77,3.16,2.08
12672,1.85,-1.76,2.90,-16.44,6.06
12676,3.71,0.83,-1.49,-6.85,6.45
12680,-1.14,3.71,-2.12,-7.27,-0.06
12684,1.35,-0.53,-0.37,-10.54,5.97
12688,1.95,-0.82,-2.37,15.10,-11.89
12692,1.43,0.86,2.46,2.63,-42.35
12696,-0.83,-6.82,1.17,20.29,-1.06
12700,1.55,1.30,2.37,-5.82,8.26
12704,1.38,4.13,4.78,-15.95,2.43
12708,1.03,3.78,0.49,-4.33,3.96
12712,-1.94,4.56,3.47,5.67,8.94
12716,0.40,5.03,-0.59,-1.21,3.30
12720,5.88,5.29,5.70,7.59,1.61
12724,-2.11,3.43,-2.69,13.57,-8.84
12728,1.16,-9.40,0.17,-12.72,-2.26
12732,2.97,5.29,-9.30,5.57,4.25
12736,0.34,-23.02,-6.92,-5.66,-0.78
12740,0.79,-5.68,3.54,-2.70,-0.36
12744,-10.41,3.81,4.79,0.38,-5.73
12748,2.26,-0.56,-8.67,-7.41,4.38
12752,1.89,-2.59,3.86,-17.12,-0.13
12756,8.70,4.00,-0.28,6.29,-0.80
12760,0.47,-1.69,-2.73,5.59,7.53
12764,-0.95,5.01,1.90,5.12,2.78
12768,-2.36,5.72,4.06,-6.56,2.95
12772,0.93,2.92,7.93,19.10,14.71
12776,12.00,6.03,0.59,5.61,7.40
12780,16.23,11.68,9.11,-10.35,14.76
12784,21.53,17.52,12.95,-19.59,12.33
12788,-3.90,22.65,19.34,-0.20,41.20
12792,31.59,19.64,20.10,10.61,47.43
12796,-57.37,-50.36,-21.53,7.44,-36.68
12800,-136.03,-119.62,-101.24,21.35,-140.19
12804,16.67,14.78,-15.92,20.49,-86.21
12808,28.24,24.69,9.50,-20.99,16.01
12812,19.61,20.77,23.26,-1.52,39.56
12816,12.58,17.74,21.23,-15.33,18.65
12820,7.83,11.02,12.92,-20.55,2.53
12824,8.50,6.85,2.15,9.98,3.63
12828,8.73,7.31,3.90,10.38,6.64
12832,4.61,-3.92,7.11,13.18,13.88
12836,-28.20,-12.65,2.80,-16.30,4.08
12840,2.19,2.17,-15.55,2.41,1.73
12844,-1.87,5.57,3.11,-1.05,1.78
12848,1.96,-2.85,1.62,-2.67,-2.01
12852,-6.19,-10.07,1.64,-11.97,10.92
12856,0.56,4.74,-7.90,14.75,7.47
12860,2.77,1.27,-4.42,10.01,0.21
12864,4.77,1.54,5.92,4.18,-26.03
12868,-0.45,-3.18,2.36,-14.61,-14.02
12872,-2.79,8.55,1.09,4.16,13.05
12876,2.22,0.41,1.81,-3.51,10.06
12880,-2.01,-0.08,1.23,-7.64,1.41
12884,-1.64,-3.50,-1.31,0.34,-1.04
12888,3.21,2.08,5.30,2.69,-4.51
12892,0.36,-1.10,-3.05,-17.46,-5.35
12896,-0.40,-0.07,-1.47,0.03,-6.06
12900,0.19,1.36,-0.44,-4.75,4.75
12904,3.01,-28.03,-10.35,5.86,3.08
12908,0.07,9.55,0.83,14.79,5.94
12912,0.04,5.06,4.26,-5.92,7.34
12916,-1.36,1.59,-0.73,-3.76,0.05
12920,0.97,-0.65,1.43,6.70,1.77
12924,-1.56,1.15,2.38,-0.32,-9.08
12928,-0.59,2.11,3.81,16.23,-2.18
12932,2.69,2.05,1.84,1.15,-1.31
12936,-0.41,2.11,1.36,5.72,2.62
12940,0.60,1.13,5.31,8.72,0.56
12944,-0.82,2.35,1.48,-3.02,0.47
12948,-2.75,2.34,-16.27,9.65,-3.22
12952,-7.91,-3.01,1.81,-17.00,2.94
12956,0.28,5.66,6.31,-35.51,5.93
12960,-0.62,-4.34,5.72,12.97,1.23
12964,2.78,-5.86,-5.86,8.10,2.09
12968,2.84,8.04,-1.30,27.21,0.36
12972,2.87,-0.42,1.12,-2.32,-9.27
12976,-2.47,9.67,2.12,3.81,5.05
12980,1.96,-6.21,1.90,-11.64,4.52
12984,-0.30,4.70,2.60,-10.58,-3.18
12988,0.11,7.41,-1.93,2.12,2.76
12992,-0.74,-4.65,-0.87,3.62,4.96
12996,2.55,3.53,0.72,-12.06,3.86
13000,0.83,-3.64,-4.99,0.21,-6.34
13004,-3.13,-5.15,0.22,12.06,5.29
13008,3.93,11.24,4.63,13.78,5.77
13012,2.24,-26.55,-9.56,-1.22,1.83
13016,1.27,5.74,-4.72,-13.60,1.48
13020,2.55,-0.33,5.33,1.04,-4.28
13024,-9.59,4.40,8.40,1.21,4.26
13028,4.66,-4.61,0.82,-3.23,4.17
13032,-1.65,-2.66,2.01,12.07,-11.24
13036,2.73,-1.44,-12.01,-1.45,3.84
13040,-2.16,2.27,-2.00,13.88,-1.51
13044,0.00,0.71,-11.28,-1.03,3.43
13048,4.67,0.42,1.44,-3.87,5.43
13052,5.02,-0.05,4.94,0.36,-25.59
13056,-1.31,2.93,5.86,14.66,-7.53
13060,-0.31,2.23,2.85,-0.94,3.59
13064,-2.08,1.39,-3.31,-22.21,2.45
13068,2.94,0.76,-3.60,-12.03,3.47
13072,0.55,-0.54,-2.04,0.92,5.91
13076,-0.02,-1.06,-6.07,1.12,-1.60
13080,1.42,-1.43,4.93,-3.71,-2.03
13084,2.81,1.27,-6.95,-6.75,0.80
13088,-2.04,-0.92,-2.58,4.78,2.14
13092,0.87,0.09,-8.50,-4.14,-3.11
13096,-3.54,3.82,4.54,7.25,7.70
13100,-15.99,2.25,3.32,-2.63,7.12
13104,2.98,1.66,5.85,-6.75,6.67
13108,0.51,1.86,-3.65,13.08,1.27
13112,3.62,1.60,-4.27,-17.75,-22.07
13116,-2.42,0.93,2.41,-1.84,-10.62
13120,0.08,5.33,1.39,3.50,-1.94
13124,1.40,0.64,-1.48,10.28,-1.99
13128,3.35,-3.00,2.32,8.66,6.75
13132,5.48,-1.58,0.85,5.00,7.10
13136,0.85,1.45,1.45,4.01,-2.01
13140,-2.67,0.58,-0.40,-7.20,3.78
13144,-2.12,1.08,3.19,7.86,-0.13
13148,4.31,-9.05,-1.52,11.90,0.67
13152,1.49,2.78,2.61,-3.94,6.85
13156,4.09,-1.49,-0.35,-19.38,-0.02
13160,1.51,4.45,3.66,7.11,0.01
13164,5.73,7.16,-3.19,-4.96,1.62
13168,6.14,2.86,-9.44,4.26,8.07
13172,5.56,4.59,7.46,4.50,17.53
13176,11.63,16.29,13.63,-13.31,31.34
13180,13.30,-3.51,20.40,-12.28,30.01
13184,23.93,12.42,12.35,-27.48,25.88
13188,-41.37,-24.67,-3.62,-3.85,-2.64
13192,-95.24,-74.83,-90.89,28.62,-138.89
13196,1.82,9.72,-6.44,19.85,-79.95
13200,17.36,13.01,12.61,-10.23,-18.70
13204,-0.44,16.94,12.32,-6.28,37.55
13208,13.56,11.94,12.83,-3.14,35.77
13212,2.96,4.37,-1.00,13.27,17.39
13216,4.86,6.82,10.29,13.07,20.34
13220,3.35,3.47,7.34,0.37,7.88
13224,1.78,3.27,2.17,0.31,6.55
13228,-0.75,3.63,-22.06,-13.50,7.46
13232,1.40,2.41,5.57,-13.03,-0.69
13236,4.18,-3.68,-5.02,0.08,-5.97
13240,-15.02,0.20,4.33,-7.79,2.95
13244,-0.45,2.48,-2.84,-1.27,0.22
13248,-1.30,-2.97,2.64,13.27,0.98
13252,0.40,-1.74,4.88,18.80,-1.19
13256,-12.67,-7.25,2.76,3.12,-3.85
13260,2.62,-2.85,5.17,-5.99,-1.36
13264,6.83,1.47,-3.24,6.18,1.54
13268,4.66,3.59,3.87,-2.99,2.78
13272,-8.90,5.52,0.59,-12.47,0.78
13276,-2.07,6.03,-19.15,-4.10,3.48
13280,0.15,5.56,-0.93,9.96,2.47
13284,2.34,4.62,0.99,-13.93,1.15
13288,2.80,1.93,-1.49,-2.59,-2.56
13292,4.29,-2.64,2.67,-4.69,6.70
13296,2.41,-2.58,6.67,21.63,7.77
13300,-31.15,-14.72,4.70,16.71,-2.85
13304,2.44,1.37,1.81,-50.46,-4.38
13308,3.76,4.60,-0.91,5.08,-4.96
13312,-0.34,4.27,0.85,-9.62,-1.51
13316,2.88,5.55,-3.87,6.48,2.55
13320,1.53,-2.04,-4.15,-15.54,3.57
13324,1.24,4.09,0.44,-13.45,-6.16
13328,-1.01,0.52,1.17,6.91,3.47
13332,-5.84,2.77,1.44,20.58,1.47
13336,0.38,-4.82,-7.04,-1.73,3.33
13340,-2.51,-12.94,6.05,8.49,-2.64
13344,-0.56,5.77,8.62,-1.55,7.12
13348,-13.38,8.05,0.34,10.15,-12.37
13352,3.60,-2.34,6.87,3.71,6.63
13356,0.04,3.03,-8.01,-14.08,5.14
13360,-0.20,1.07,-13.48,8.37,4.90
13364,-3.89,-2.52,-0.58,-0.32,-2.37
13368,7.65,-1.82,0.88,15.78,2.02
13372,3.25,2.68,-2.63,-10.12,-2.57
13376,1.14,3.30,2.88,-6.87,-11.25
13380,-5.01,-3.78,6.88,-4.11,5.34
13384,1.40,1.15,2.86,-9.16,1.12
13388,-4.53,1.65,3.95,-10.94,4.16
13392,5.40,2.17,2.24,-1.36,9.47
13396,-10.63,0.02,0.06,13.14,-8.04
13400,6.02,-19.07,3.37,9.65,1.67
13404,-5.41,-0.68,6.42,2.23,-18.32
13408,1.89,5.09,-8.46,-4.74,-8.21
13412,3.24,1.83,-23.71,6.70,4.01
13416,-1.99,2.56,2.39,-2.69,7.71
13420,2.00,0.39,7.28,-3.88,0.78
13424,6.06,0.27,1.87,2.56,-1.59
13428,-11.29,0.31,-0.03,-2.45,-0.51
13432,0.10,2.61,2.77,-9.64,4.10
13436,2.26,-1.83,-3.19,4.36,-11.40
13440,7.98,0.64,-2.15,4.79,6.54
13444,-3.44,3.58,7.53,12.63,5.76
13448,0.65,-5.71,0.88,-1.47,0.54
13452,-3.35,7.90,-0.32,9.66,2.93
13456,-0.94,5.75,-11.84,-4.20,-4.95
13460,-8.41,-14.63,3.74,-6.53,-5.58
13464,4.02,6.14,0.28,-2.80,-5.35
13468,-4.35,1.01,0.86,7.25,5.57
13472,2.34,-19.12,2.57,-4.33,6.15
13476,5.01,6.17,-5.29,2.87,-12.42
13480,-0.55,-1.90,2.31,0.58,4.02
13484,-1.11,3.95,-3.36,-18.64,3.83
13488,3.04,0.34,6.16,7.55,-3.53
13492,4.45,1.55,4.40,8.74,2.89
13496,-4.18,3.46,-10.85,8.99,3.56
13500,0.07,1.49,1.96,0.00,9.76
13504,10.65,5.70,1.55,1.67,-1.94
13508,4.26,-7.92,-3.26,-2.54,-14.66
13512,3.43,4.67,4.35,-0.78,-0.87
13516,-22.91,0.74,-3.41,5.63,-11.73
13520,-25.22,1.35,-0.14,18.31,1.89
13524,8.79,0.18,-4.24,3.93,7.59
13528,13.03,-1.10,-0.48,-9.36,-2.30
13532,2.47,4.20,6.09,-7.61,-1.99
13536,0.32,-1.02,3.33,8.61,2.73
13540,6.10,0.84,9.14,-4.48,3.12
13544,-1.58,7.35,-5.32,9.16,7.88
13548,5.17,-10.53,-0.33,-0.03,-13.85
13552,7.71,8.11,4.54,-14.95,7.90
13556,10.82,9.38,4.61,-8.45,18.89
13560,13.99,8.93,11.99,6.22,25.38
13564,14.14,1.04,10.87,13.21,40.13
13568,-2.04,15.22,19.91,15.77,36.27
13572,19.63,15.35,15.05,-1.74,40.06
13576,-3.97,-11.70,-5.66,-0.74,-62.45
13580,-112.74,-97.21,-97.90,-26.47,-130.99
13584,17.46,9.55,-29.85,10.57,-69.64
13588,17.18,16.00,7.19,-6.21,-0.60
13592,11.75,12.79,17.89,2.43,45.85
13596,8.37,10.84,12.54,-3.55,19.48
13600,7.39,4.99,10.71,9.34,32.07
13604,-1.14,-5.18,8.46,-1.12,19.56
13608,10.58,-2.43,15.33,5.43,-9.73
13612,2.11,7.50,3.24,5.22,8.69
13616,2.40,5.31,5.68,-14.37,7.79
13620,6.41,5.64,-63.90,-4.22,2.55
13624,-23.70,9.45,0.44,11.75,3.25
13628,6.05,-10.35,16.85,3.51,11.13
13632,2.15,3.55,-0.04,-3.01,2.50
13636,4.93,-1.88,-4.92,2.10,-5.52
13640,0.57,-0.15,4.90,-4.59,-5.32
13644,10.60,8.78,5.65,18.15,5.28
13648,22.64,4.30,14.97,0.96,12.87
13652,28.10,19.34,14.03,18.86,15.10
