# Profils DoG le long des V2 extremes
# V2 #1 : centre x=365.98, mediane=1.037, MAD=2.407, seuil=145.667
# Positions predites (33) : 363.3,751.8,1140.3,1528.8,1917.3,2305.8,2694.3,3082.8,3471.3,3859.8,4248.3,4636.8,5025.3,5413.8,5802.3,6190.8,6579.3,6967.8,7356.3,7744.8,8133.3,8521.8,8910.3,9298.8,9687.3,10075.8,10464.3,10852.8,11241.3,11629.8,12018.3,12406.8,12795.3,13183.8,13572.3
# V2 #2 : centre x=781.08, mediane=1.002, MAD=2.584, seuil=151.167
# Positions predites (33) : 363.8,752.3,1140.7,1529.2,1917.7,2306.2,2694.7,3083.1,3471.6,3860.1,4248.6,4637.1,5025.5,5414.0,5802.5,6191.0,6579.5,6967.9,7356.4,7744.9,8133.4,8521.9,8910.3,9298.8,9687.3,10075.8,10464.3,10852.7,11241.2,11629.7,12018.2,12406.7,12795.1,13183.6,13572.1
# V2 #3 : centre x=1195.01, mediane=1.035, MAD=2.750, seuil=142.833
# Positions predites (33) : 365.2,753.7,1142.1,1530.6,1919.0,2307.5,2695.9,3084.4,3472.8,3861.3,4249.7,4638.2,5026.6,5415.1,5803.6,6192.0,6580.5,6968.9,7357.4,7745.8,8134.3,8522.7,8911.2,9299.6,9688.1,10076.5,10465.0,10853.4,11241.9,11630.3,12018.8,12407.3,12795.7,13184.2,13572.6
# V2 #22 : centre x=9049.26, mediane=0.875, MAD=3.618, seuil=112.333
# Positions predites (33) : 347.0,737.8,1128.7,1519.6,1910.4,2301.3,2692.2,3083.0,3473.9,3864.8,4255.6,4646.5,5037.4,5428.2,5819.1,6210.0,6600.8,6991.7,7382.6,7773.4,8164.3,8555.2,8946.0,9336.9,9727.8,10118.6,10509.5,10900.4,11291.2,11682.1,12073.0,12463.8,12854.7,13245.6,13636.4
# V2 #23 : centre x=9455.52, mediane=0.901, MAD=3.908, seuil=144.333
# Positions predites (33) : 661.0,1046.6,1432.2,1817.9,2203.5,2589.1,2974.7,3360.4,3746.0,4131.6,4517.2,4902.8,5288.5,5674.1,6059.7,6445.3,6830.9,7216.6,7602.2,7987.8,8373.4,8759.1,9144.7,9530.3,9915.9,10301.5,10687.2,11072.8,11458.4,11844.0,12229.6,12615.3,13000.9,13386.5,13772.1
# y,v1,v2,v3,v22,v23
5440,-1.15,-6.27,3.53,13.66,4.58
5444,-1.43,-3.97,1.67,12.65,5.43
5448,1.42,1.21,-1.71,1.75,5.93
5452,3.72,-4.10,-4.95,3.03,-3.90
5456,-7.44,1.19,-1.64,3.36,2.71
5460,0.22,3.10,3.86,1.47,0.89
5464,-1.69,0.64,-0.18,-10.46,-5.12
5468,0.46,0.95,1.65,1.98,3.53
5472,2.45,-1.39,1.84,-0.81,4.38
5476,0.80,0.79,3.50,6.34,0.90
5480,1.19,3.79,-2.46,-0.62,3.86
5484,1.53,-0.82,-2.70,-2.05,-4.10
5488,2.62,-3.33,0.60,-1.79,-16.59
5492,-5.11,3.63,1.24,1.77,3.48
5496,-2.17,-4.92,-3.17,6.20,-0.51
5500,3.48,-3.08,-4.71,-3.40,2.96
5504,-2.93,4.63,3.53,0.91,2.28
5508,-1.66,-9.45,4.00,0.67,3.32
5512,3.76,-1.10,-1.17,-0.31,-5.67
5516,-7.06,0.55,-2.32,0.49,-0.52
5520,-0.14,2.41,-4.03,4.24,3.06
5524,6.08,3.60,2.67,2.15,-2.44
5528,-1.22,2.77,3.15,-1.57,-2.15
5532,2.67,0.10,-0.25,-4.70,2.01
5536,-4.18,0.38,-0.38,3.46,3.09
5540,1.37,3.18,-6.99,-2.89,-0.75
5544,1.71,0.87,-0.20,3.39,1.47
5548,1.04,-4.36,0.16,5.50,-1.80
5552,0.34,-2.19,-0.26,4.58,-2.02
5556,-11.77,1.67,-0.04,1.40,1.33
5560,1.60,2.86,2.30,-6.93,-2.19
5564,5.21,4.63,0.68,0.10,6.04
5568,2.58,-3.05,1.12,-0.26,2.69
5572,2.20,-2.85,3.11,-3.41,0.10
5576,-0.99,-3.58,3.19,3.28,-0.06
5580,0.88,-4.86,-1.80,1.26,-4.54
5584,1.79,0.51,0.91,-3.64,-2.20
5588,-2.37,-0.65,-2.57,5.41,-3.53
5592,-9.32,3.11,-3.00,0.81,4.59
5596,-0.04,2.35,-9.96,-6.67,-2.01
5600,1.68,2.13,2.13,-3.70,7.20
5604,-2.94,1.59,2.91,4.30,1.23
5608,1.17,-1.81,5.62,3.52,1.47
5612,0.83,1.49,4.08,1.66,0.60
5616,4.12,-3.73,2.29,-1.39,-0.73
5620,-1.26,-1.46,-5.93,-5.07,2.43
5624,1.43,-1.41,2.81,-3.38,-0.91
5628,-1.43,0.96,-11.39,3.81,-1.14
5632,0.50,-2.12,-1.58,4.48,-1.57
5636,-1.16,-0.16,5.60,2.38,0.90
5640,-0.61,-0.24,-0.44,-4.60,-3.88
5644,-0.27,-5.10,-1.76,-2.51,6.14
5648,-0.54,1.13,-0.61,-3.34,0.42
5652,-2.27,-2.51,-2.26,9.48,2.46
5656,-1.48,4.75,3.70,7.47,-2.76
5660,0.15,-0.66,-0.51,-2.01,1.08
5664,1.51,-0.92,-2.14,7.82,-3.21
5668,-0.67,2.64,4.39,1.76,-1.84
5672,2.23,-0.21,2.42,-4.03,6.19
5676,0.66,-0.32,-3.27,-12.13,1.25
5680,0.92,3.78,-0.41,-11.77,-7.25
5684,-1.11,-0.18,4.30,1.01,-8.33
5688,-1.89,-1.22,2.03,9.68,2.53
5692,-2.98,-4.09,-0.95,4.11,1.32
5696,-0.74,-0.79,0.56,7.43,4.05
5700,-1.74,2.04,-2.72,-3.91,-0.38
5704,3.00,-0.85,-6.97,-0.86,4.91
5708,0.41,0.03,5.28,2.02,1.87
5712,0.69,-3.06,-5.67,3.12,1.03
5716,-0.68,3.74,-0.23,-1.83,5.48
5720,2.76,-1.46,1.37,3.63,0.61
5724,1.36,-5.58,3.25,-10.02,-1.97
5728,1.59,-5.77,-0.57,1.68,-3.16
5732,-1.22,-0.88,-5.73,1.98,-1.51
5736,0.94,-0.11,1.73,4.83,-0.27
5740,-3.29,1.22,1.97,-1.91,-9.87
5744,-2.44,-2.50,-5.36,-0.33,-1.66
5748,1.85,-4.17,-0.18,0.91,2.63
5752,1.81,-4.23,1.77,-0.68,5.12
5756,0.79,1.34,-0.06,7.43,0.44
5760,0.62,5.29,1.88,4.16,6.13
5764,2.55,2.75,2.82,-0.36,5.17
5768,-1.31,2.79,10.29,2.01,4.07
5772,2.78,0.37,6.80,13.46,5.29
5776,6.82,5.28,10.00,25.14,2.05
5780,9.29,6.06,7.06,30.33,8.50
5784,11.71,7.76,17.96,55.18,13.71
5788,5.58,8.44,15.00,57.18,18.11
5792,5.26,-3.11,-7.92,-84.70,-3.66
5796,-90.44,-75.82,-102.18,-129.98,-66.68
5800,8.61,6.72,-24.57,-105.56,-55.48
5804,15.06,8.87,6.67,-48.83,-9.61
5808,9.46,5.94,19.95,52.06,21.06
5812,6.20,4.66,13.09,47.22,19.36
5816,2.86,8.71,13.39,33.69,10.84
5820,6.10,7.90,13.66,16.65,9.25
5824,5.01,-6.81,4.55,6.24,3.22
5828,-1.73,4.28,-0.55,4.03,1.40
5832,-3.60,-1.46,4.01,2.77,3.96
5836,0.46,1.99,-4.36,-0.00,1.09
5840,2.91,-5.34,3.23,2.92,-3.36
5844,-0.41,-1.78,-1.43,0.44,-7.03
5848,-5.22,1.36,0.67,0.31,0.42
5852,-0.18,5.48,1.58,6.26,1.64
5856,1.28,3.29,2.20,-1.36,4.16
5860,3.69,-1.95,2.74,2.70,1.03
5864,0.59,1.33,-8.79,5.31,-1.88
5868,1.97,-6.15,-2.28,-3.45,3.59
5872,2.46,-0.73,4.74,-4.23,2.31
5876,1.26,7.47,0.38,-0.64,2.15
5880,1.14,-0.10,-2.53,3.42,-6.68
5884,1.86,0.68,1.24,-9.08,-4.87
5888,5.04,-0.84,0.87,2.74,0.21
5892,-12.84,-1.88,0.32,-4.54,1.59
5896,-14.92,1.45,0.57,5.57,-0.79
5900,2.98,2.13,3.02,3.10,1.41
5904,2.48,0.11,5.54,6.82,-3.10
5908,1.71,-0.15,1.40,-7.76,2.62
5912,0.74,-2.17,-1.26,-1.61,3.68
5916,2.18,3.53,-1.17,1.54,3.75
5920,2.29,2.45,1.90,-1.81,-2.53
5924,-5.06,-2.52,4.59,2.31,0.03
5928,1.90,-2.80,0.09,2.93,-0.56
5932,-0.80,4.65,-8.82,-1.75,2.95
5936,-1.99,0.25,-0.20,-6.33,4.47
5940,-8.54,-0.49,-8.61,4.21,-2.76
5944,5.08,2.57,1.05,3.81,-14.36
5948,1.02,-2.30,0.18,2.95,-5.81
5952,-0.63,3.11,6.66,1.21,5.27
5956,-1.38,3.50,4.02,-2.87,3.56
5960,2.92,0.77,0.58,-1.22,-1.95
5964,-3.16,3.17,-6.56,0.96,2.86
5968,4.04,-1.75,-3.86,4.40,4.84
5972,-1.76,2.55,0.49,-2.56,-3.21
5976,0.68,-3.92,-0.21,0.52,1.30
5980,0.28,0.98,1.71,-1.23,2.59
5984,-3.88,0.26,-0.18,-4.90,-1.72
5988,-6.80,-1.22,4.26,-0.77,-7.28
5992,5.71,4.35,-4.53,-3.22,-11.97
5996,0.18,2.64,3.45,3.48,7.20
6000,2.84,0.54,4.36,4.61,10.95
6004,-3.39,-1.05,-3.05,4.09,2.89
6008,0.25,-0.24,-2.02,4.08,-1.07
6012,2.29,4.01,-1.74,-2.74,0.80
6016,-4.56,4.92,-0.33,-10.25,-10.24
6020,-0.26,0.11,2.60,-2.11,-1.73
6024,3.23,-3.63,1.14,4.52,-0.62
6028,-2.49,-1.28,-0.30,1.17,6.11
6032,0.46,5.73,-9.01,-0.21,7.28
6036,-0.84,-10.52,3.91,-4.07,1.03
6040,3.23,3.51,-1.32,2.13,-4.57
6044,1.81,-3.90,2.62,-0.61,-8.45
6048,1.22,3.44,2.72,-0.23,1.01
6052,1.58,0.54,0.43,2.55,4.15
6056,0.42,1.97,3.26,1.01,5.46
6060,0.64,0.66,2.31,4.30,1.08
6064,-1.29,0.64,-3.74,-1.62,1.70
6068,5.35,-1.72,-2.27,-1.16,1.37
6072,-3.32,1.28,-1.06,-5.19,-3.47
6076,-1.98,2.77,-3.14,-1.43,-3.20
6080,2.68,-1.87,4.80,3.04,-11.89
6084,3.47,0.39,3.47,2.72,1.27
6088,-3.70,2.91,2.80,-0.82,-0.06
6092,1.09,3.65,1.51,6.42,4.79
6096,2.20,-1.79,2.37,2.79,3.15
6100,-0.49,3.45,-5.59,-3.59,5.18
6104,-0.76,-0.67,-2.32,1.07,-1.93
6108,4.64,1.19,0.57,-8.66,3.94
6112,-1.20,0.48,2.53,2.12,-5.44
6116,-13.13,-9.24,1.01,-3.97,-2.33
6120,-3.94,1.66,-0.52,-16.95,-8.44
6124,3.67,2.50,-2.98,4.96,-4.43
6128,4.83,1.31,1.24,-1.48,6.43
6132,0.73,2.64,3.05,-0.41,4.09
6136,1.23,-10.61,-1.53,4.21,-3.64
6140,0.93,4.13,7.38,2.27,1.23
6144,2.13,3.69,-2.37,4.85,0.76
6148,-0.59,4.46,1.20,6.88,-2.42
6152,-0.89,-4.53,3.41,6.49,1.50
6156,5.68,7.77,0.82,5.73,6.12
6160,8.02,6.62,-0.34,12.09,2.23
6164,10.67,5.92,-1.09,19.59,7.23
6168,8.66,-5.83,9.75,35.14,10.18
6172,14.56,6.83,8.92,53.92,9.77
6176,7.85,14.50,19.11,43.13,16.28
6180,-2.25,-2.36,-4.05,-70.87,9.34
6184,-110.79,-76.92,-91.28,-121.21,-57.95
6188,5.73,1.91,-20.07,-124.86,-79.71
6192,12.04,7.88,17.87,-38.45,7.54
6196,8.76,14.19,18.49,48.26,21.17
6200,14.86,9.17,13.73,37.82,21.01
6204,2.28,0.60,7.68,29.94,17.21
6208,5.52,-2.35,9.23,23.57,10.28
6212,1.41,4.84,3.96,16.43,-0.09
6216,0.66,-1.49,-0.54,7.31,-4.90
6220,5.60,5.71,-0.08,-0.18,-10.06
6224,0.89,-0.28,-1.65,2.70,1.01
6228,-0.13,-7.05,1.66,-7.08,0.38
6232,-2.13,-0.82,-1.94,-9.36,-1.89
6236,5.34,5.30,-5.72,1.03,2.03
6240,-0.30,2.32,-2.48,8.05,2.91
6244,-1.03,1.15,-0.20,-1.62,-7.70
6248,3.25,4.85,-4.95,2.27,2.98
6252,0.94,3.47,5.09,1.25,1.99
6256,-4.15,3.48,0.80,-1.44,3.91
6260,-0.83,-4.06,5.56,1.21,-3.18
6264,-3.69,2.67,-3.46,2.47,-2.59
6268,-5.35,7.01,-2.99,6.32,-4.22
6272,5.18,-6.35,-10.43,-0.77,3.28
6276,8.77,-6.32,2.20,-5.97,2.10
6280,2.24,-6.15,0.11,-7.91,6.11
6284,2.45,-5.12,0.28,0.15,-0.58
6288,1.31,7.06,5.98,-2.16,-10.96
6292,-11.69,-6.89,6.40,7.31,7.34
6296,-1.45,4.99,0.45,4.04,9.89
6300,-4.36,2.20,-2.59,4.68,0.58
6304,-3.98,-4.74,-10.05,1.92,1.29
6308,-0.77,-12.44,4.16,-1.71,-3.62
6312,5.87,6.60,4.16,-1.96,4.07
6316,1.82,3.81,2.80,-2.74,-2.51
6320,5.25,0.53,-1.61,3.38,5.31
6324,3.43,1.91,0.92,-5.35,-0.94
6328,-3.18,-2.40,-1.27,-4.58,-6.95
6332,-2.04,-0.70,4.69,1.08,-2.48
6336,3.74,5.23,-2.30,-5.83,0.59
6340,-1.22,3.31,-2.29,3.14,6.24
6344,8.14,2.13,2.96,2.62,0.95
6348,1.95,-2.55,3.15,1.17,0.06
6352,-3.77,2.98,0.24,4.96,-6.29
6356,-21.82,-2.91,3.48,-0.64,-0.00
6360,6.13,0.72,2.52,-2.63,-5.13
6364,3.22,3.45,-4.53,4.11,-0.17
6368,5.93,-2.40,-1.02,3.00,3.60
6372,-0.08,3.74,-1.45,-0.17,2.68
6376,-6.38,-2.13,-0.48,-8.38,2.13
6380,-3.04,-4.78,0.69,0.46,-1.07
6384,-3.05,-0.39,3.19,-0.45,0.67
6388,-0.16,4.95,4.07,4.17,4.01
6392,4.38,-3.32,-2.93,6.12,0.97
6396,4.83,3.08,-0.98,2.59,0.62
6400,-4.26,-1.27,-0.63,-2.42,-1.36
6404,0.68,-0.84,3.11,-2.00,5.22
6408,4.14,2.59,5.77,0.07,-9.48
6412,1.55,2.85,-6.01,3.74,-0.02
6416,-4.24,3.50,1.12,1.59,2.58
6420,2.60,-7.81,-2.90,-7.99,-1.44
6424,-3.43,-4.31,-1.77,-0.87,-3.37
6428,-0.75,3.95,1.37,-1.22,-1.86
6432,5.27,5.51,3.06,3.82,1.91
6436,5.59,2.48,0.39,2.82,2.89
6440,3.08,-3.38,-0.43,5.61,-3.52
6444,-26.54,-0.21,-0.88,3.19,4.44
6448,3.05,3.01,0.59,-3.47,-9.02
6452,5.48,2.60,-0.16,-5.80,2.59
6456,4.69,4.09,-3.50,2.87,3.87
6460,2.33,-9.25,2.86,-0.34,2.25
6464,0.01,-3.97,-3.38,-9.77,1.28
6468,1.81,1.25,1.60,-8.63,0.46
6472,-4.89,-12.93,0.87,0.30,6.93
6476,-2.72,1.20,3.93,0.75,-24.61
6480,6.42,5.85,0.38,1.60,1.18
6484,-5.07,2.28,-1.39,6.03,3.41
6488,2.36,-0.17,0.51,2.07,-0.82
6492,0.35,1.30,0.70,0.48,4.16
6496,-2.22,2.55,4.86,1.03,2.77
6500,4.02,-1.30,-1.38,-2.79,-4.00
6504,1.37,-3.80,2.76,-13.32,-0.98
6508,-4.05,-2.13,-1.74,3.07,-2.48
6512,2.14,-6.88,1.34,1.70,-0.94
6516,-2.96,5.80,6.47,3.05,1.59
6520,-1.41,-0.09,1.26,2.15,-0.74
6524,2.07,-2.80,-6.73,-8.78,2.38
6528,4.88,-2.34,4.21,5.22,6.00
6532,-1.56,1.34,4.46,5.95,6.40
6536,1.92,4.31,0.44,-4.48,-3.44
6540,0.51,2.96,5.29,6.14,0.62
6544,6.71,6.02,2.24,5.11,0.04
6548,10.09,9.30,13.53,11.52,12.49
6552,13.16,16.58,16.10,19.22,12.03
6556,21.83,17.79,20.57,36.97,15.38
6560,25.89,23.01,22.03,43.77,27.21
6564,15.85,22.69,24.19,53.15,31.51
6568,-76.10,-85.03,-87.11,-69.85,9.14
6572,-126.07,-124.43,-128.57,-136.30,-111.48
6576,21.16,18.12,5.05,-116.69,-97.89
6580,25.24,23.13,30.93,-14.62,0.88
6584,19.81,24.82,28.67,51.31,22.29
6588,17.69,18.56,23.30,39.42,27.40
6592,7.55,12.65,8.72,22.72,12.70
6596,6.18,4.64,3.13,19.38,10.13
6600,3.73,-1.78,1.08,13.26,1.50
6604,5.07,5.29,4.14,-4.95,8.34
6608,1.03,0.36,-1.19,4.84,2.93
6612,1.79,3.00,-0.62,-4.41,-4.72
6616,-5.75,0.67,1.04,5.76,6.03
6620,0.05,-2.39,-0.60,4.01,3.64
6624,-3.72,0.87,1.23,0.15,-0.04
6628,1.24,-3.93,3.29,0.51,1.48
6632,3.33,-0.96,3.59,4.05,1.92
6636,-5.88,-5.33,-0.66,1.60,2.07
6640,1.04,1.79,2.61,0.68,-6.69
6644,0.91,1.84,-3.49,-9.02,2.83
6648,-3.13,3.03,2.53,-7.74,1.79
6652,2.64,-1.78,-0.75,-0.41,2.39
6656,1.76,2.02,-1.20,5.15,-2.97
6660,-5.77,-0.48,-1.15,6.00,-2.01
6664,1.41,1.91,2.24,-4.88,-1.71
6668,-2.41,0.33,0.83,4.68,3.94
6672,2.01,4.22,-0.78,0.60,2.14
6676,2.30,-5.45,-3.94,0.53,3.62
6680,0.20,0.26,5.65,-3.88,0.45
6684,-0.84,-0.01,3.18,-0.51,0.50
6688,0.80,1.05,2.28,2.55,8.27
6692,2.28,-1.05,-3.81,2.69,4.45
6696,2.27,-7.85,-5.67,-5.82,2.33
6700,1.36,4.14,1.82,0.86,-24.40
6704,-1.37,0.90,-4.79,2.20,-0.75
6708,-1.35,-0.05,-2.26,-3.36,1.52
6712,-2.67,-0.58,2.20,1.08,1.61
6716,-1.29,-7.39,2.53,-3.75,6.46
6720,0.35,-0.04,2.74,-1.44,-6.11
6724,2.90,1.64,-0.85,1.35,4.65
6728,2.12,0.63,1.69,1.20,4.38
6732,2.54,-3.37,0.15,3.68,-2.82
6736,1.32,2.40,-1.28,-4.24,0.97
6740,-9.34,3.66,-2.48,-0.12,2.02
6744,3.63,4.27,1.74,2.94,-4.57
6748,2.92,-2.64,1.85,0.43,-2.22
6752,0.70,2.91,-0.05,-5.26,-2.65
6756,3.14,1.08,-1.88,-1.11,-0.57
6760,3.85,2.02,-3.66,2.92,5.58
6764,-1.51,-2.22,2.35,1.43,-1.07
6768,-4.31,-0.04,-1.21,2.84,-6.36
6772,2.83,2.72,4.35,-8.44,4.63
6776,0.28,4.07,1.44,3.25,5.78
6780,-8.35,-0.71,-2.81,-1.39,-1.05
6784,-6.77,0.86,2.53,1.93,-10.10
6788,4.25,-2.49,3.40,3.91,4.83
6792,1.22,-1.69,-5.86,0.72,1.02
6796,4.03,-0.14,3.54,3.83,-0.61
6800,1.78,2.39,-3.12,-8.44,-6.99
6804,2.40,1.38,1.88,-2.44,1.03
6808,1.07,-2.49,1.25,4.67,3.88
6812,-5.28,-2.26,3.24,0.54,-0.33
6816,2.42,-3.08,0.08,-4.78,3.45
6820,-4.69,2.67,-3.85,0.22,-12.61
6824,0.80,1.32,-1.40,-2.74,-2.90
6828,1.29,0.71,-3.60,5.01,5.99
6832,-4.48,-6.08,3.14,4.79,4.92
6836,3.66,0.95,1.60,-3.42,-0.35
6840,2.11,2.11,-0.50,2.53,0.07
6844,1.73,2.11,-0.50,3.31,0.86
6848,-0.92,-1.31,-0.87,2.12,0.14
6852,-5.62,-4.08,0.73,3.46,-2.22
6856,2.64,2.93,-0.92,-5.34,0.95
6860,-0.83,2.33,-10.68,-1.89,-0.13
6864,2.22,0.87,-1.51,-5.66,3.62
6868,-5.51,2.38,-0.23,-10.47,0.18
6872,1.51,-5.08,4.80,4.13,4.55
6876,-0.63,1.31,-0.17,4.49,-0.36
6880,0.78,0.99,2.74,1.44,-4.66
6884,-0.00,0.06,4.33,3.18,0.38
6888,-1.78,-0.05,0.35,1.48,-2.13
6892,1.81,-2.61,-2.36,-5.00,0.76
6896,0.21,-0.78,-2.75,-3.20,0.92
6900,-2.47,-0.21,-1.44,2.24,-0.28
6904,0.76,0.60,-5.69,-1.03,1.81
6908,2.13,-4.57,0.49,3.12,-3.33
6912,-4.40,3.44,3.25,0.43,3.37
6916,1.35,1.97,1.45,-1.39,-5.15
6920,1.71,1.93,2.41,5.50,6.49
6924,1.23,-1.15,0.64,6.35,0.51
6928,1.34,1.01,4.81,6.33,3.28
6932,3.51,-1.14,2.30,6.38,5.45
6936,6.73,4.48,7.99,4.87,8.00
6940,11.48,11.00,16.90,-5.19,7.33
6944,15.75,5.88,12.70,29.36,9.48
6948,22.31,14.88,16.92,35.99,21.83
6952,20.10,11.47,25.51,47.51,31.02
6956,-46.06,-28.58,-31.79,15.95,19.59
6960,-102.77,-72.12,-110.72,-110.05,-67.84
6964,3.93,15.57,-27.76,-119.83,-93.48
6968,21.21,1.24,20.02,-67.87,-27.13
6972,20.28,16.77,20.88,39.13,16.52
6976,13.25,13.53,21.47,39.79,20.17
6980,9.29,7.45,11.90,30.20,15.00
6984,4.37,-22.05,7.73,20.41,17.25
6988,1.98,5.50,4.97,15.50,9.31
6992,1.39,2.13,4.80,-0.90,5.22
6996,1.07,2.92,-4.35,0.08,4.37
7000,0.25,2.31,-2.38,5.50,2.47
7004,-1.00,4.47,4.29,-1.96,0.39
7008,2.78,-2.60,-4.62,-1.69,-1.85
7012,-0.14,-3.83,-5.34,0.73,-2.91
7016,-0.01,0.72,0.62,3.22,-0.76
7020,1.74,0.54,1.97,-0.25,3.69
7024,1.80,-0.46,0.07,-3.11,4.68
7028,-0.07,1.56,-0.20,-4.94,-1.92
7032,-1.91,1.61,2.51,1.75,3.01
7036,-1.86,1.84,1.54,-3.71,1.90
7040,3.92,2.23,-1.84,-2.05,-4.88
7044,-1.94,-0.91,-2.01,4.36,-7.32
7048,-2.10,1.27,-1.96,-2.43,0.35
7052,-1.00,-0.13,-4.10,0.01,-2.47
7056,1.04,0.23,0.83,-0.04,4.51
7060,0.66,-3.52,1.14,-2.45,11.12
7064,-0.94,0.99,3.02,2.57,2.78
7068,-2.70,4.22,1.80,4.37,-3.84
7072,-0.56,3.34,2.01,3.73,2.97
7076,2.76,-0.26,5.04,-5.25,0.82
7080,-1.56,2.83,1.94,-9.27,-10.13
7084,1.85,-3.44,3.18,-1.55,4.76
7088,0.27,-4.15,-4.82,2.50,-3.42
7092,2.83,0.74,-3.46,5.59,-2.67
7096,1.11,-1.26,-2.47,-1.85,-1.04
7100,4.19,-7.24,1.09,-1.02,-0.21
7104,-5.86,-4.16,1.65,-1.44,7.10
7108,1.01,1.33,-2.17,1.33,-6.42
7112,3.33,0.77,-5.63,1.36,-5.38
7116,1.16,2.99,4.65,0.02,3.46
7120,-4.71,-0.19,3.48,1.32,3.89
7124,3.47,-1.75,1.29,0.67,3.26
7128,1.25,2.70,-0.02,-2.93,-1.66
7132,-3.56,-2.03,-0.89,3.15,1.35
7136,3.49,2.92,0.86,-1.30,-0.60
7140,2.47,-0.09,-0.99,2.59,-8.76
7144,0.32,-3.75,1.13,0.70,-0.53
7148,-4.62,-3.29,-0.29,3.03,0.38
7152,-1.24,-2.40,2.31,0.26,5.52
7156,-0.59,-1.31,-0.86,-3.75,4.62
7160,2.91,3.28,-1.80,-0.58,-0.69
7164,-0.70,2.60,1.00,-0.83,-1.30
7168,0.50,-2.13,1.23,0.62,3.92
7172,1.44,-3.31,0.19,-1.07,1.69
7176,-0.50,-0.39,-1.96,-0.06,1.20
7180,-0.34,-2.08,4.39,-1.48,-2.86
7184,2.30,-0.86,-0.46,1.80,-0.87
7188,-0.79,2.89,3.85,1.57,-2.12
7192,0.38,-0.35,-6.67,3.81,-2.22
7196,-0.69,3.81,-0.72,-4.23,-0.74
7200,3.09,0.32,3.56,1.35,-0.91
7204,-2.15,-0.15,5.10,-0.04,-0.70
7208,-2.81,-3.80,-2.43,2.95,5.80
7212,2.33,-3.23,-2.86,6.08,8.20
7216,-1.30,1.00,1.14,-4.31,1.68
7220,1.81,6.49,-0.13,1.63,-1.09
7224,0.25,-0.09,-1.88,-2.60,-1.69
7228,0.17,1.43,3.98,-0.16,-4.13
7232,1.06,1.47,0.52,4.22,-6.18
7236,-3.21,-4.40,-2.09,-3.28,-2.06
7240,-3.18,-11.65,-5.39,1.68,1.75
7244,2.43,-3.67,2.83,-0.87,0.49
7248,-2.28,-2.86,4.36,-6.38,-0.54
7252,-3.36,3.82,3.13,3.13,2.21
7256,3.28,6.18,7.60,1.36,-6.81
7260,1.95,5.55,-4.64,-2.65,-8.20
7264,0.91,-0.06,-2.43,0.81,6.33
7268,2.39,0.55,-0.92,2.89,3.32
7272,1.57,-9.47,3.23,4.04,1.94
7276,-3.44,2.23,7.35,-0.64,1.20
7280,0.60,-3.06,-2.27,-2.36,-1.80
7284,-5.90,3.23,-1.43,-5.74,-2.71
7288,-0.62,0.20,-0.36,2.80,-1.46
7292,-0.25,-1.25,-8.04,5.52,-0.12
7296,-0.04,-3.13,4.67,-14.34,-1.08
7300,2.72,3.46,2.97,0.04,-1.20
7304,1.07,3.39,5.38,3.51,-1.02
7308,-0.57,1.50,-0.18,2.33,6.21
7312,-5.68,3.04,-2.67,2.42,4.67
7316,2.23,5.04,0.04,-2.86,3.63
7320,2.60,-9.63,4.49,10.67,9.93
7324,10.06,-3.48,14.12,11.86,10.43
7328,12.72,10.64,16.37,13.79,26.25
7332,15.62,16.33,14.42,31.23,28.65
7336,18.67,12.96,26.56,33.86,51.97
7340,14.23,20.30,0.06,12.73,18.82
7344,-38.20,-51.16,-42.24,-86.96,-84.93
7348,-105.73,-78.97,-115.85,-111.93,-131.05
7352,15.59,20.69,-20.45,-45.44,-101.70
7356,19.18,12.61,31.53,41.82,40.50
7360,16.68,15.81,22.66,36.53,41.82
7364,11.65,7.78,21.06,24.90,31.79
7368,-1.32,9.75,2.48,11.16,27.81
7372,8.46,5.53,8.60,3.03,14.20
7376,9.51,-3.56,3.71,8.00,9.81
7380,5.46,1.79,0.14,3.91,-4.34
7384,-5.86,2.86,-0.67,3.96,3.29
7388,-5.50,4.48,1.21,-6.08,4.56
7392,0.76,2.29,-5.59,-0.02,2.12
7396,-8.38,-3.13,3.95,-1.37,-1.73
7400,-10.55,-10.51,-0.61,1.28,0.02
7404,-5.64,6.07,-0.40,1.28,-10.61
7408,5.12,3.59,3.39,1.06,-3.26
7412,5.46,2.10,3.12,-0.90,3.41
7416,-14.23,2.33,-4.55,1.39,-2.45
7420,3.64,0.21,4.40,2.87,1.89
7424,5.64,-0.09,-2.94,1.88,2.39
7428,2.38,1.10,-3.50,2.58,0.00
7432,0.85,-1.75,0.12,-0.42,-0.62
7436,1.68,-2.97,-0.57,-1.17,4.89
7440,2.33,0.87,3.67,2.06,-7.33
7444,-2.79,0.77,2.40,1.98,-1.15
7448,-3.74,-5.83,1.70,-7.84,0.41
7452,2.22,-1.84,0.42,0.98,6.73
7456,1.72,0.34,5.29,3.86,2.52
7460,1.63,4.92,0.06,6.23,-0.22
7464,-0.37,-8.40,-3.14,5.27,-2.62
7468,2.84,-2.66,2.57,4.38,-9.10
7472,0.33,-3.28,-2.57,-3.42,-1.58
7476,-4.47,-0.02,-3.17,0.67,4.34
7480,3.70,6.02,1.16,0.60,5.00
7484,2.42,-3.04,2.59,-2.60,1.44
7488,-4.50,4.24,1.52,2.71,-2.45
